"","X1","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94","female","w"
"11404",197275,802002572204369,"August","MO",2631.9116,1730.76,50,44,1,NA,45,2,5,0,0,"Foreign Born, US Cit By Naturalization",4,"Computer systems design and related services (5415)",5600,"Private, For Profit","No","No","Employed-At Work",TRUE,34.6152
"11405",197292,950089562229820,"August","MO",2631.9116,1325,40,44,1,NA,48,2,1,0,0,"Native, Born In US",4,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",TRUE,33.125
"11406",197301,965049625229160,"August","MO",2547.1106,800,40,44,1,NA,53,1,5,0,0,"Native, Born In US",4,"Paint, coating, and adhesive manufacturing B46 (3255)",800,"Private, For Profit","No","No","Employed-At Work",FALSE,20
"11407",197341,141595009020720,"August","MO",332.4878,923.07,40,44,1,NA,33,2,1,2,5,"Native, Born In US",4,"Elementary and secondary schools (6111)",2310,"Government - State","No","No","Employed-At Work",TRUE,23.07675
"11408",197350,278916906041929,"August","MO",2598.071,1307,40,44,1,NA,51,2,6,0,0,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",2015,"Government - State","No","No","Employed-At Work",TRUE,32.675
"11409",197416,20910060492340,"August","MO",2960.2461,1057,40,44,1,NA,47,2,1,1,4,"Native, Born In US",4,"Hospitals (622)",2010,"Government - State","No","No","Employed-At Work",TRUE,26.425
"11410",197464,561268579900979,"August","MO",2780.922,1057,40,44,1,NA,51,1,1,1,4,"Native, Born In US",4,"Electrical lighting, equipment, and supplies manufacturing, n.e.c. (3351, 3353, 3359)",1430,"Private, For Profit","No","No","Employed-At Work",FALSE,26.425
"11411",197520,42080672300211,"August","MT",319.7857,1730.76,40,44,1,NA,62,1,1,0,0,"Native, Born In US",8,"Administration of environmental quality and housing programs (924, 925)",1360,"Government - Federal","No","No","Employed-At Work",FALSE,43.269
"11412",197530,50330583491003,"August","MT",55.1317,1384.61,60,44,1,NA,51,2,1,0,0,"Native, Born In US",8,"Hospitals (622)",10,"Private, For Profit","No","No","Employed-At Work",TRUE,23.0768333333333
"11413",197554,99400753640663,"August","MT",647.301,1080,40,44,1,NA,52,2,1,1,4,"Native, Born In US",8,"Restaurants and other food services (722 exc. 7224)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,27
"11414",197618,393992001096009,"August","MT",781.7527,525,35,46,1,NA,28,2,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",TRUE,15
"11415",197619,393992001096009,"August","MT",842.2338,923,40,46,1,NA,33,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",FALSE,23.075
"11416",197709,710008553203510,"August","MT",397.8781,750,40,44,1,NA,39,1,1,2,5,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2010,"Government - Local","No","No","Employed-At Work",FALSE,18.75
"11417",197711,724369749000941,"August","MT",644.9379,750,40,44,1,NA,40,2,1,3,3,"Native, Born In US",8,"Administration of human resource programs (923)",2016,"Government - State","Yes",NA,"Employed-At Work",TRUE,18.75
"11418",197750,28243200985395,"August","MT",686.1736,625,25,44,1,NA,53,2,5,0,0,"Native, Born In US",8,"**Publishing, except newspapers and software (5111 exc. 51111)",2830,"Private, For Profit","No","No","Employed-Absent",TRUE,25
"11419",197792,103757140007202,"August","MT",296.5977,923,40,44,1,NA,33,2,1,2,1,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","No","No","Employed-At Work",TRUE,23.075
"11420",197823,380802095432529,"August","MT",854.8314,1519.23,50,44,1,NA,39,1,1,1,2,"Native, Born In US",8,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit","No","No","Employed-At Work",FALSE,30.3846
"11421",197824,380802095432529,"August","MT",683.6686,1533.33,35,46,1,NA,42,2,1,1,2,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",TRUE,43.8094285714286
"11422",197869,830559220289304,"August","MT",792.6704,1533,35,45,7,NA,43,2,4,1,3,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Local","No","No","Employed-At Work",TRUE,43.8
"11423",197872,840470301550301,"August","MT",345.7623,1923,40,44,1,NA,36,2,5,1,1,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit","No","No","Employed-Absent",TRUE,48.075
"11424",197885,30110158308289,"August","NE",1176.1424,1923.07,40,44,1,NA,61,1,1,0,0,"Native, Born In US",4,"Other schools, instruction, and educational services (6116, 6117)",230,"Private, For Profit","No","No","Employed-At Work",FALSE,48.07675
"11425",197890,52843210014100,"August","NE",936.6814,1149,40,44,1,NA,62,1,1,0,0,"Native, Born In US",4,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,"Government - Local","No","No","Employed-At Work",FALSE,28.725
"11426",197912,230107905412498,"August","NE",786.4395,865,40,44,1,NA,32,2,1,0,0,"Native, Born In US",4,"Fruit and vegetable preserving and specialty food manufacturing (3114)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,21.625
"11427",197914,230107956223076,"August","NE",786.4395,2461.53,45,45,1,NA,33,2,1,1,1,"Native, Born In US",4,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,54.7006666666667
"11428",197915,230107956223076,"August","NE",959.6098,2500,50,45,1,NA,33,1,1,1,1,"Native, Born In US",4,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,50
"11429",197925,375912002048149,"August","NE",1031.2342,865,40,44,1,NA,26,2,1,0,0,"Native, Born In US",4,"Fruit and vegetable preserving and specialty food manufacturing (3114)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,21.625
"11430",197957,10002223013961,"August","NE",1171.9461,961,40,44,1,NA,55,1,1,1,4,"Native, Born In US",4,"5275",4700,"Private, For Profit","No","No","Employed-At Work",FALSE,24.025
"11431",197986,147051161320890,"August","NE",883.8633,1720,40,44,1,NA,49,1,6,0,0,"Native, Born In US",4,"National security and international affairs (928)",430,"Government - Federal","No","No","Employed-At Work",FALSE,43
"11432",198011,601350801980302,"August","NE",1109.8215,1925,50,44,1,NA,46,1,1,0,0,"Native, Born In US",4,"Insurance carriers and related activities (524)",4810,"Private, For Profit","No","No","Employed-At Work",FALSE,38.5
"11433",198012,601350801980302,"August","NE",961.7563,2884.61,45,45,1,NA,46,2,1,0,0,"Native, Born In US",4,"Business support services (5614)",10,"Private, For Profit","No","No","Employed-At Work",TRUE,64.1024444444444
"11434",198030,40493210111504,"August","NE",877.8078,2884.61,55,46,1,NA,37,1,1,0,0,"Native, Born In US",4,"Pharmacies and drug stores (44611)",3050,"Private, For Profit","No","No","Employed-At Work",FALSE,52.4474545454545
"11435",198129,630106980681297,"August","NE",833.1911,1615.38,50,46,1,NA,39,2,1,2,1,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","Yes","Employed-At Work",TRUE,32.3076
"11436",198159,902006363109481,"August","NE",804.8257,1730,60,44,1,NA,54,1,7,0,0,"Native, Born In US",4,"Elementary and secondary schools (6111)",2320,"Government - Local","No","No","Employed-At Work",FALSE,28.8333333333333
"11437",198160,902602173995671,"August","NE",766.0511,1153.84,45,44,1,NA,52,2,1,0,0,"Native, Born In US",4,"Elementary and secondary schools (6111)",3230,"Government - State","Yes",NA,"Employed-At Work",TRUE,25.6408888888889
"11438",198182,30733210014005,"August","NE",884.5747,1923.07,40,44,4,NA,45,1,1,3,8,"Foreign Born, Not a US Citizen",4,"Insurance carriers and related activities (524)",1200,"Private, For Profit","Yes",NA,"Employed-At Work",FALSE,48.07675
"11439",198211,223392299100712,"August","NE",918.8277,1346.15,45,46,1,NA,35,1,1,4,11,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Local","No","No","Employed-At Work",FALSE,29.9144444444444
"11440",198219,309020212013129,"August","NE",1086.1745,1153.84,40,44,4,NA,63,2,1,0,0,"Foreign Born, US Cit By Naturalization",4,"Administration of economic programs and space research (926, 927)",1107,"Government - State","Yes",NA,"Employed-At Work",TRUE,28.846
"11441",198247,728398929100910,"August","NE",801.8487,697.5,50,45,1,NA,54,2,6,0,0,"Native, Born In US",4,"Individual and family services (6241)",2010,"Private, For Profit","No","No","Employed-At Work",TRUE,13.95
"11442",198280,30210140164384,"August","NV",1821.18,2884.61,50,44,1,NA,49,1,7,1,1,"Native, Born In US",8,"Non-depository credit and related activities (5222, 5223)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"11443",198284,30210275069666,"August","NV",1843.3207,750,30,44,4,NA,57,1,1,0,0,"Foreign Born, US Cit By Naturalization",8,"Real estate (531)",410,"Private, For Profit","No","No","Employed-At Work",FALSE,25
"11444",198289,44042613300061,"August","NV",2083.2987,340,40,44,1,NA,53,2,1,0,0,"Native, Born In US",8,"Natural gas distribution (Pt.s2212)",7700,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,8.5
"11445",198332,269750157720723,"August","NV",1306.3872,2884.61,50,44,1,1,54,2,1,0,0,"Native, Born In US",8,"Legal services (5411)",2100,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,57.6922
"11446",198333,269750157720723,"August","NV",1431.2692,1250,40,45,1,NA,56,1,1,0,0,"Native, Born In US",8,"4195",2100,"Private, Nonprofit","Yes",NA,"Employed-At Work",FALSE,31.25
"11447",198520,626300720200499,"August","NV",1530.9682,1500,40,46,1,NA,34,1,1,0,0,"Native, Born In US",8,"Offices of dentists (6212)",3010,"Private, For Profit","No","No","Employed-At Work",FALSE,37.5
"11448",198538,923606072002615,"August","NV",1530.9682,1538.46,40,46,1,NA,32,1,1,3,11,"Native, Born In US",8,"Residential care facilities, without nursing (6232, 6233, 6239)",3160,"Private, For Profit","No","No","Employed-At Work",FALSE,38.4615
"11449",198540,955082861328890,"August","NV",1092.258,1200,40,44,1,NA,41,2,7,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,30
"11450",198541,977072021329550,"August","NV",1300.1721,2019.23,40,44,1,NA,47,1,5,0,0,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",3850,"Government - Local","No","No","Employed-At Work",FALSE,50.48075
"11451",198658,443131501670302,"August","NH",661.1079,2884.61,40,44,1,NA,63,1,1,0,0,"Native, Born In US",1,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"11452",198678,893230988991,"August","NH",426.6005,2884.61,40,44,1,NA,45,1,6,1,3,"Native, Born In US",1,"3365",10,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"11453",198717,110008263314313,"August","NH",614.7056,0.03,45,45,1,NA,47,2,1,3,3,"Native, Born In US",1,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-Absent",TRUE,0.000666666666666667
"11454",198730,163073112320540,"August","NH",426.6005,2403.84,42,44,1,NA,45,1,5,0,0,"Foreign Born, US Cit By Naturalization",1,"Jewelry, luggage, and leather goods stores (4483)",4700,"Private, For Profit","No","No","Employed-Absent",FALSE,57.2342857142857
"11455",198733,230301035147216,"August","NH",410.8704,2192.3,45,45,1,NA,51,2,1,1,4,"Native, Born In US",1,"Cut and sew apparel manufacturing (3152)",7700,"Private, For Profit","No","No","Employed-At Work",TRUE,48.7177777777778
"11456",198747,240134006632880,"August","NH",439.5849,2153.84,50,44,1,NA,64,2,5,0,0,"Native, Born In US",1,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",4850,"Private, For Profit","No","No","Employed-At Work",TRUE,43.0768
"11457",198749,240834071732559,"August","NH",397.2893,1250,40,44,1,NA,37,2,1,2,8,"Native, Born In US",1,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,31.25
"11458",198800,531534009830810,"August","NH",600.4733,1326,65,45,1,NA,40,2,1,2,3,"Native, Born In US",1,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,20.4
"11459",198813,609308102310148,"August","NH",778.8833,1346.15,40,44,2,NA,48,2,1,1,3,"Foreign Born, US Cit By Naturalization",1,"Insurance carriers and related activities (524)",1060,"Private, For Profit","No","No","Employed-At Work",TRUE,33.65375
"11460",198852,996013684329080,"August","NH",469.7697,1153.84,60,46,1,NA,25,2,7,0,0,"Native, Born In US",1,"Outpatient care centers (6214)",3160,"Private, For Profit","No","No","Employed-At Work",TRUE,19.2306666666667
"11461",198884,52043630300441,"August","NH",665.3583,1480,40,45,1,NA,31,1,1,0,0,"Native, Born In US",1,"Computer systems design and related services (5415)",110,"Private, For Profit","No","No","Employed-At Work",FALSE,37
"11462",198892,102706313996943,"August","NH",411.201,730.76,60,44,1,NA,38,1,1,3,3,"Native, Born In US",1,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-Absent",FALSE,12.1793333333333
"11463",198906,153440601500304,"August","NH",590.5678,865.38,40,45,1,NA,60,2,5,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",3258,"Private, Nonprofit","No","No","Employed-At Work",TRUE,21.6345
"11464",198974,394150183390623,"August","NH",400.1923,1442.3,65,44,1,NA,52,2,1,0,0,"Native, Born In US",1,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-Absent",TRUE,22.1892307692308
"11465",198985,399932705075399,"August","NH",391.7596,898.07,38,44,1,NA,50,1,1,2,3,"Native, Born In US",1,"Administration of economic programs and space research (926, 927)",810,"Government - State","Yes",NA,"Employed-At Work",FALSE,23.6334210526316
"11466",198999,550932065932924,"August","NH",377.4998,1923,40,46,1,NA,44,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","No","Employed-At Work",TRUE,48.075
"11467",199000,610000613203743,"August","NH",600.6911,1153.84,40,44,1,NA,59,2,1,0,0,"Native, Born In US",1,"Administration of economic programs and space research (926, 927)",3910,"Government - State","Yes",NA,"Employed-At Work",TRUE,28.846
"11468",199013,640930064332144,"August","NH",400.1923,1346.15,40,44,1,NA,52,2,5,0,0,"Native, Born In US",1,"Support activities for agriculture and forestry (115)",1610,"Government - Federal","No","No","Employed-At Work",TRUE,33.65375
"11469",199016,643720201580303,"August","NH",679.7991,1730,60,44,1,NA,58,1,1,0,0,"Native, Born In US",1,"Elementary and secondary schools (6111)",2310,"Private, For Profit","No","No","Employed-Absent",FALSE,28.8333333333333
"11470",199017,643720201580303,"August","NH",600.6911,1440,40,44,1,NA,57,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2000,"Private, Nonprofit","No","No","Employed-At Work",TRUE,36
"11471",199042,833816100100902,"August","NH",665.3583,825,55,44,1,NA,34,1,7,0,0,"Native, Born In US",1,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",FALSE,15
"11472",199068,57623230761493,"August","NH",379.2303,673.07,38,44,1,NA,44,2,5,0,0,"Native, Born In US",1,"Insurance carriers and related activities (524)",5840,"Private, Nonprofit","No","No","Employed-At Work",TRUE,17.7123684210526
"11473",199070,86563230758992,"August","NH",396.7586,1923,40,44,1,NA,49,2,1,0,0,"Native, Born In US",1,"Communications, audio, and video equipment manufacturing (3342, 3343)",430,"Private, For Profit","No","No","Employed-At Work",TRUE,48.075
"11474",199083,229395709300715,"August","NH",413.086,1442.3,40,46,1,NA,36,1,1,1,1,"Native, Born In US",1,"Veterinary services (54194)",3250,"Private, For Profit","No","No","Employed-At Work",FALSE,36.0575
"11475",199111,400835090832379,"August","NH",350.5445,1153.84,40,46,1,NA,34,2,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","Yes",NA,"Employed-At Work",TRUE,28.846
"11476",199113,593829820567306,"August","NH",402.2127,2884.61,60,46,1,NA,52,1,1,2,3,"Native, Born In US",1,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,48.0768333333333
"11477",199125,970003838329540,"August","NH",379.2303,1326.92,60,44,1,NA,41,2,5,1,3,"Native, Born In US",1,"Elementary and secondary schools (6111)",2300,"Government - Local","Yes",NA,"Employed-At Work",TRUE,22.1153333333333
"11478",199144,302904373991064,"August","NJ",4320.4062,1442.3,40,44,2,NA,48,2,7,0,0,"Native, Born In US",2,"Hospitals (622)",7010,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,36.0575
"11479",199153,594110201200301,"August","NJ",3059.436,1153,45,44,4,NA,40,2,1,2,5,"Foreign Born, Not a US Citizen",2,"Banking and related activities (521, 52211,52219)",1020,"Private, For Profit","No","No","Employed-At Work",TRUE,25.6222222222222
"11480",199154,594110201200301,"August","NJ",3260.6391,2884.61,65,44,4,NA,42,1,1,2,5,"Foreign Born, Not a US Citizen",2,"Computer systems design and related services (5415)",1020,"Private, For Profit","No","No","Employed-At Work",FALSE,44.3786153846154
"11481",199167,10004853012834,"August","NJ",2801.1974,1923,40,44,1,NA,59,1,1,0,0,"Native, Born In US",2,"Warehousing and storage (493)",160,"Private, For Profit","No","No","Employed-At Work",FALSE,48.075
"11482",199179,30410040164324,"August","NJ",2711.7467,1250,40,45,1,NA,63,1,7,0,0,"Native, Born In US",2,"Natural gas distribution (Pt.s2212)",1530,"Private, For Profit","No","No","Employed-At Work",FALSE,31.25
"11483",199180,30410040164324,"August","NJ",2850.66,346,40,45,1,NA,30,1,7,0,0,"Native, Born In US",2,"Offices of other health practitioners (6213 exc. 62131, 62132)",1820,"Private, For Profit","No","No","Employed-At Work",FALSE,8.65
"11484",199241,93054615300141,"August","NJ",2666.9681,2884.61,55,44,1,NA,35,2,1,1,1,"Native, Born In US",2,"Business support services (5614)",5000,"Private, For Profit","No","No","Employed-At Work",TRUE,52.4474545454545
"11485",199253,103306480410214,"August","NJ",2501.0576,2500,40,44,1,NA,50,1,1,2,10,"Native, Born In US",2,"Insurance carriers and related activities (524)",800,"Private, For Profit","No","No","Employed-At Work",FALSE,62.5
"11486",199254,103306480410214,"August","NJ",2845.7988,600,40,44,1,NA,50,2,1,2,10,"Native, Born In US",2,"Wired telecommunications carriers (*5171)",136,"Private, For Profit","No","No","Employed-At Work",TRUE,15
"11487",199268,132303040085908,"August","NJ",3067.888,1538.46,40,44,2,NA,54,1,1,0,0,"Native, Born In US",2,"Religious organizations (8131)",2060,"Private, Nonprofit","No","No","Employed-Absent",FALSE,38.4615
"11488",199274,140144006132840,"August","NJ",2858.7855,1000,60,44,4,NA,46,1,1,2,3,"Foreign Born, US Cit By Naturalization",2,"Computer systems design and related services (5415)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,16.6666666666667
"11489",199281,143927160100101,"August","NJ",2404.9377,1365,45,46,1,NA,31,2,7,0,0,"Native, Born In US",2,"Veterinary services (54194)",3250,"Private, For Profit","No","No","Employed-At Work",TRUE,30.3333333333333
"11490",199331,224391279400970,"August","NJ",2887.6803,2500,40,44,1,NA,47,1,1,3,8,"Native, Born In US",2,"Wired telecommunications carriers (*5171)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,62.5
"11491",199409,395952602009479,"August","NJ",3432.8572,1015.38,40,44,1,NA,28,2,7,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2330,"Government - Local","Yes",NA,"Employed-Absent",TRUE,25.3845
"11492",199412,395962709066407,"August","NJ",2722.5983,1826.92,35,44,1,NA,50,1,1,2,3,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",FALSE,52.1977142857143
"11493",199466,443641110002308,"August","NJ",2440.5047,2884.61,40,46,4,NA,53,1,1,0,0,"Foreign Born, US Cit By Naturalization",2,"Pharmaceutical and medicine manufacturing (3254)",1650,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"11494",199480,450845098932839,"August","NJ",2617.9642,1431.81,40,45,1,NA,34,2,1,3,6,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-Absent",TRUE,35.79525
"11495",199484,460310549511003,"August","NJ",2611.0393,2500,40,44,1,NA,43,1,1,2,3,"Foreign Born, US Cit By Naturalization",2,"Other general government and support (92119)",110,"Government - Local","No","No","Employed-At Work",FALSE,62.5
"11496",199515,525396959400937,"August","NJ",3432.8572,1826.92,40,44,1,NA,28,2,1,0,0,"Native, Born In US",2,"Computer systems design and related services (5415)",110,"Private, For Profit","No","No","Employed-At Work",TRUE,45.673
"11497",199545,606305690410222,"August","NJ",2501.0576,1550,40,44,1,NA,53,1,1,0,0,"Native, Born In US",2,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",710,"Private, For Profit","No","No","Employed-At Work",FALSE,38.75
"11498",199557,624570401690302,"August","NJ",2340.6415,807,40,44,4,NA,48,2,1,1,3,"Foreign Born, US Cit By Naturalization",2,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit","No","No","Employed-At Work",TRUE,20.175
"11499",199558,624570401690302,"August","NJ",2684.9565,1817,40,46,4,NA,58,1,1,1,3,"Foreign Born, US Cit By Naturalization",2,"Computer systems design and related services (5415)",1006,"Private, For Profit","No","No","Employed-At Work",FALSE,45.425
"11500",199590,726390679400949,"August","NJ",2617.9642,2884.61,40,46,1,NA,30,2,1,1,1,"Native, Born In US",2,"Pharmaceutical and medicine manufacturing (3254)",565,"Private, For Profit","No","No","Employed-At Work",TRUE,72.11525
"11501",199597,824395009400729,"August","NJ",2842.322,1250,48,44,1,NA,41,1,1,2,3,"Native, Born In US",2,"Administration of environmental quality and housing programs (924, 925)",1840,"Government - Local","Yes",NA,"Employed-At Work",FALSE,26.0416666666667
"11502",199660,106943040014601,"August","NJ",2748.0568,640,30,44,1,NA,45,2,1,0,0,"Native, Born In US",2,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,21.3333333333333
"11503",199663,120848091032409,"August","NJ",2722.5983,2200,40,44,1,NA,51,1,1,1,2,"Native, Born In US",2,"Ship and boat building (3366)",1440,"Government - Federal","No","No","Employed-At Work",FALSE,55
"11504",199664,120848091032409,"August","NJ",3097.8763,2375,36,44,1,NA,51,2,1,1,2,"Native, Born In US",2,"Elementary and secondary schools (6111)",2000,"Government - Local","Yes",NA,"Employed-Absent",TRUE,65.9722222222222
"11505",199666,140147005732470,"August","NJ",2722.5983,2884.61,50,44,1,NA,54,1,5,0,0,"Native, Born In US",2,"Other health care services (6215, 6219)",110,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"11506",199669,166443040065108,"August","NJ",2757.0575,1923.07,60,45,1,NA,55,2,1,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,32.0511666666667
"11507",199670,166443040065108,"August","NJ",2711.7467,1817.3,40,45,1,NA,63,1,1,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Government - State","Yes",NA,"Employed-At Work",FALSE,45.4325
"11508",199688,443813130002900,"August","NJ",2652.7067,1312,70,44,1,NA,49,1,1,0,0,"Native, Born In US",2,"Individual and family services (6241)",2010,"Private, Nonprofit","No","No","Employed-At Work",FALSE,18.7428571428571
"11509",199695,543397072907599,"August","NJ",4373.1164,420,30,44,5,NA,29,1,1,0,0,"Foreign Born, Not a US Citizen",2,"Other amusement, gambling, and recreation industries (713 exc. 71395)",2750,"Private, For Profit","No","No","Employed-At Work",FALSE,14
"11510",199720,30510118096567,"August","NM",813.8334,1923,44,44,1,8,60,1,1,1,4,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Private, For Profit","No","No","Employed-At Work",FALSE,43.7045454545455
"11511",199721,30510118096567,"August","NM",720.3485,1153,40,44,1,8,56,2,1,1,4,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","No","No","Employed-At Work",TRUE,28.825
"11512",199751,157473050044520,"August","NM",782.6411,1080.76,37,44,1,NA,47,1,1,2,3,"Native, Born In US",8,"Elementary and secondary schools (6111)",2320,"Government - State","Yes",NA,"Employed-At Work",FALSE,29.2097297297297
"11513",199758,230509979935745,"August","NM",2731.0888,442.3,20,44,4,NA,28,2,1,1,1,"Foreign Born, Not a US Citizen",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",TRUE,22.115
"11514",199771,305480113013594,"August","NM",1646.3654,340,20,44,6,1,35,2,7,0,0,"Native, Born In US",8,"Traveler accommodation (7211)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,17
"11515",199793,553397072904599,"August","NM",2572.1957,255,30,44,4,NA,27,1,7,0,0,"Foreign Born, Not a US Citizen",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",120,"Private, For Profit","No","No","Employed-At Work",FALSE,8.5
"11516",199796,569780093250923,"August","NM",1262.3083,704,44,44,1,1,45,2,7,0,0,"Native, Born In US",8,"Management, scientific, and technical consulting services (5416)",5600,"Private, For Profit","No","No","Employed-At Work",TRUE,16
"11517",199812,825019420579303,"August","NM",2044.856,961.53,40,45,1,NA,33,1,1,2,5,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - State","No","No","Employed-At Work",FALSE,24.03825
"11518",199896,153387052909768,"August","NM",1447.8248,576.92,50,44,1,NA,37,1,1,4,5,"Native, Born In US",8,"Animal production (112)",205,"Private, For Profit","No","No","Employed-At Work",FALSE,11.5384
"11519",199899,202909963995175,"August","NM",1385.8596,1115.38,50,44,1,NA,49,2,5,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","No","Yes","Employed-At Work",TRUE,22.3076
"11520",199913,365962509035579,"August","NM",1524.685,2884.61,40,44,1,NA,63,1,1,0,0,"Native, Born In US",8,"Administration of economic programs and space research (926, 927)",1860,"Government - Federal","No","No","Employed-At Work",FALSE,72.11525
"11521",199934,566302360500102,"August","NM",1385.8596,1076,40,44,1,NA,47,2,1,3,9,"Native, Born In US",8,"Administration of human resource programs (923)",3245,"Government - State","No","No","Employed-At Work",TRUE,26.9
"11522",199945,630506921946694,"August","NM",2063.0421,1000,40,46,1,NA,31,1,7,0,0,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - State","No","No","Employed-At Work",FALSE,25
"11523",199974,11743250014805,"August","NM",2043.959,1038.46,35,44,1,1,42,2,1,2,4,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - State","No","No","Employed-At Work",TRUE,29.6702857142857
"11524",200016,491552003830330,"August","NM",727.213,1076.92,40,44,1,NA,47,2,7,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2000,"Government - Local","No","No","Employed-At Work",TRUE,26.923
"11525",200032,560920902631003,"August","NM",1141.6149,1250,45,46,4,NA,39,1,1,1,3,"Foreign Born, Not a US Citizen",8,"Offices of physicians (6211)",3060,"Private, Nonprofit","No","No","Employed-At Work",FALSE,27.7777777777778
"11526",200078,24473260013805,"August","NY",3422.2771,1250,40,44,4,NA,59,2,5,0,0,"Foreign Born, US Cit By Naturalization",2,"Gift, novelty, and souvenir shops (45322)",50,"Private, For Profit","No","No","Employed-At Work",TRUE,31.25
"11527",200080,28133260905497,"August","NY",3109.1229,1125,25,44,1,2,39,1,5,0,0,"Native, Born in PR or US Outlying Area",2,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-At Work",FALSE,45
