"","price","yrbuilt","stories","TLA","wall","beds","baths","halfbaths","frontage","depth","garage","garagesqft","rooms","lotsize","sdate","avalue","s1993","s1994","s1995","s1996","s1997","s1998","syear","age","geometry"
"12997",7400,1885,"two",1655,"wood",4,1,0,52,47,"detached",216,8,2400,980622,7400,0,0,0,0,0,1,"1998",1.14,c(513926.159639116, 222526.454103377)
"12998",95500,1967,"one",1914,"partbrk",4,1,1,75,137,"attached",400,8,10300,930715,116800,1,0,0,0,0,0,"1993",0.32,c(502107.638472188, 222677.356050401)
"12999",122000,1958,"one",2134,"brick",3,2,0,100,135,"detached",528,6,13500,960812,112114,0,0,0,1,0,0,"1996",0.41,c(503021.867590818, 222668.09008312)
"13000",101500,1996,"two",1448,"metlvnyl",3,2,1,53,122,"attached",420,6,6514,970729,61314,0,0,0,0,1,0,"1997",0.03,c(512958.880050933, 222542.758060985)
"13001",183000,1957,"one",1744,"partbrk",3,1,0,150,267,"detached",676,5,40100,971216,94514,0,0,0,0,1,0,"1997",0.42,c(498141.586382022, 222735.561697882)
"13002",117500,1887,"one",1156,"wood",3,1,0,200,217,"detached",952,6,43560,940127,119000,0,1,0,0,0,0,"1994",1.12,c(526061.851572468, 222398.103991764)
"13003",95500,1965,"bilevel",1600,"partbrk",3,1,0,58,0,"attached",288,7,8400,970515,81028,0,0,0,0,1,0,"1997",0.34,c(500875.901455104, 222698.394646404)
"13004",125000,1927,"two",1496,"stucdrvt",2,1,0,50,150,"detached",360,6,7500,960614,103514,0,0,0,1,0,0,"1996",0.72,c(506786.671265333, 222620.794901741)
"13005",82000,1967,"two",1248,"metlvnyl",3,1,1,58,0,"attached",264,6,7900,940614,77114,0,1,0,0,0,0,"1994",0.32,c(500984.933310791, 222698.795666589)
"13006",123000,1958,"one",1914,"brick",3,2,1,105,0,"attached",1068,7,19000,971117,108314,0,0,0,0,1,0,"1997",0.41,c(503389.31993616, 222666.525158467)
"13007",122000,1957,"one",1979,"brick",3,2,1,105,133,"attached",516,7,14000,950829,108114,0,0,1,0,0,0,"1995",0.42,c(503351.020964292, 222667.590097899)
"13008",175000,1951,"one",1323,"partbrk",3,1,0,340,0,"attached",170,6,207607,970708,114914,0,0,0,0,1,0,"1997",0.48,c(496694.834895375, 222759.328599556)
"13009",142500,1928,"two",1648,"wood",4,1,1,50,150,"detached",360,7,7500,980825,98000,0,0,0,0,0,1,"1998",0.71,c(506942.606620692, 222622.238586846)
"13010",102500,1951,"one",1586,"brick",3,1,1,184,300,"attached",484,5,55200,950928,108714,0,0,1,0,0,0,"1995",0.48,c(501571.056003144, 222693.605460442)
"13011",137400,1940,"two",1726,"brick",3,1,1,50,140,"attached",400,7,7000,970529,115714,0,0,0,0,1,0,"1997",0.59,c(507216.678168719, 222619.731803337)
"13012",172900,1938,"two",3029,"brick",4,3,1,50,150,"detached",484,8,7500,960930,163600,0,0,0,1,0,0,"1996",0.61,c(507006.162672546, 222622.757434512)
"13013",135000,1950,"two",1648,"partbrk",3,1,1,50,128,"attached",411,7,6400,970714,106914,0,0,0,0,1,0,"1997",0.49,c(507318.713019414, 222620.206218129)
"13014",26000,1919,"one+half",1358,"wood",4,1,0,30,120,"no garage",0,7,3600,980423,20228,0,0,0,0,0,1,"1998",0.8,c(517822.33898033, 222496.208989026)
"13015",60000,1965,"bilevel",1568,"partbrk",4,2,0,58,0,"attached",288,7,7800,970508,82800,0,0,0,0,1,0,"1997",0.34,c(500814.835870792, 222709.558453453)
"13016",88000,1925,"two",1787,"brick",3,1,1,50,150,"detached",400,6,7500,941013,105514,0,1,0,0,0,0,"1994",0.74,c(506567.803190484, 222634.936897147)
"13017",227500,1990,"two",2771,"partbrk",4,2,1,67,137,"attached",498,9,9298,950829,208314,0,0,1,0,0,0,"1995",0.09,c(498608.953225735, 222743.350917017)
"13018",257500,1990,"two",2954,"partbrk",4,2,1,67,125,"attached",484,9,9156,970618,226314,0,0,0,0,1,0,"1997",0.09,c(498632.104898348, 222743.138821888)
"13019",15000,1907,"one+half",1376,"wood",3,1,0,39,40,"no garage",0,6,1600,980702,9600,0,0,0,0,0,1,"1998",0.92,c(513777.993322041, 222547.760562666)
"13020",61900,1897,"one",1538,"wood",3,1,0,278,0,"no garage",0,6,100500,930319,32428,1,0,0,0,0,0,"1993",1.02,c(529027.769193365, 222382.84468964)
"13021",225000,1990,"two",3297,"partbrk",4,2,1,70,143,"attached",462,8,10000,931230,219714,1,0,0,0,0,0,"1993",0.09,c(498587.658388855, 222745.314388719)
"13022",255000,1991,"two",3251,"partbrk",4,2,1,74,121,"attached",440,8,9157,970902,222200,0,0,0,0,1,0,"1997",0.08,c(498652.866425819, 222744.737383929)
"13023",129500,1972,"two",2247,"partbrk",4,2,1,88,0,"attached",460,8,13700,960918,128800,0,0,0,1,0,0,"1996",0.27,c(501846.685350813, 222701.538214203)
"13024",247500,1990,"two",3199,"partbrk",4,2,1,74,123,"attached",690,9,9059,960725,228200,0,0,0,1,0,0,"1996",0.09,c(498673.706568926, 222746.001677658)
"13025",36518,1980,"one",960,"wood",3,1,0,45,110,"no garage",0,5,5000,980701,23914,0,0,0,0,0,1,"1998",0.19,c(518255.471475165, 222499.651656309)
"13026",230000,1990,"two",3111,"partbrk",4,2,1,70,132,"attached",441,9,9263,930730,232828,1,0,0,0,0,0,"1993",0.09,c(498427.307248556, 222749.998905413)
"13027",245000,1990,"two",2988,"partbrk",4,2,1,70,139,"attached",462,9,9699,980922,224000,0,0,0,0,0,1,"1998",0.09,c(498567.137843053, 222749.044339918)
"13028",141000,1936,"two",2080,"partbrk",4,2,1,50,150,"detached",378,11,7500,940510,129800,0,1,0,0,0,0,"1994",0.63,c(506942.551740308, 222637.456594306)
"13029",97000,1937,"two",1958,"brick",3,1,1,50,140,"detached",380,7,7000,950515,110600,0,0,1,0,0,0,"1995",0.62,c(507259.522136348, 222635.401566476)
"13030",187500,1936,"two",2087,"partbrk",4,1,2,50,150,"detached",361,8,7500,980601,126800,0,0,0,0,0,1,"1998",0.63,c(507052.172964584, 222638.496514215)
"13031",57000,1965,"one",1392,"brick",2,1,1,70,150,"detached",576,5,10500,940317,58914,0,1,0,0,0,0,"1994",0.34,c(502675.347122298, 222696.495631049)
"13032",230000,1992,"two",2684,"partbrk",4,2,1,82,133,"attached",452,8,9734,960924,190200,0,0,0,1,0,0,"1996",0.07,c(498545.457691032, 222753.234855921)
"13033",175000,1936,"two",2414,"partbrk",4,2,1,50,145,"attached",402,8,7300,980421,147314,0,0,0,0,0,1,"1998",0.63,c(507115.059813362, 222638.802726797)
"13034",224000,1990,"two",3085,"partbrk",4,2,1,103,120,"attached",670,9,11363,931203,212114,1,0,0,0,0,0,"1993",0.09,c(498519.929905624, 222756.257351777)
"13035",113000,1935,"two",1864,"partbrk",3,1,1,50,133,"attached",304,6,6700,970429,109228,0,0,0,0,1,0,"1997",0.64,c(507358.695960336, 222640.133928988)
"13036",19500,1902,"two",1486,"wood",4,1,0,33,172,"no garage",0,6,5700,960719,17828,0,0,0,1,0,0,"1996",0.97,c(515413.782326205, 222542.409633569)
"13037",24000,1927,"two",1224,"wood",3,1,0,30,160,"no garage",0,6,4800,970804,19028,0,0,0,0,1,0,"1997",0.72,c(509736.800351727, 222611.411072101)
"13038",179000,1979,"two",2271,"partbrk",4,2,1,77,128,"attached",462,8,9900,980518,157400,0,0,0,0,0,1,"1998",0.2,c(499727.698438948, 222743.036361336)
"13039",56000,1936,"two",1464,"wood",3,1,0,40,94,"attached",672,8,3800,980605,38514,0,0,0,0,0,1,"1998",0.63,c(535574.010443773, 222338.710101021)
"13040",7000,1892,"two",1584,"wood",3,1,0,24,108,"no garage",0,6,2600,970818,4114,0,0,0,0,1,0,"1997",1.07,c(513854.745329227, 222565.510219645)
"13041",20000,1917,"two",1296,"wood",3,1,0,30,160,"no garage",0,6,4800,970530,11114,0,0,0,0,1,0,"1997",0.82,c(509982.278881161, 222613.695975529)
"13042",63500,1902,"one+half",1377,"wood",3,1,0,50,50,"attached",324,6,2500,980617,34314,0,0,0,0,0,1,"1998",0.97,c(511596.000803212, 222594.762934872)
"13043",180500,1984,"two",2512,"partbrk",4,2,1,82,136,"attached",484,8,11200,980414,171914,0,0,0,0,0,1,"1998",0.15,c(498958.415575826, 222759.696335065)
"13044",3000,1897,"one",859,"wood",2,1,0,30,160,"no garage",0,5,4800,940811,3800,0,1,0,0,0,0,"1994",1.02,c(510047.001679642, 222614.338040921)
"13045",38000,1994,"one",1240,"metlvnyl",4,1,0,32,160,"no garage",0,6,5100,950223,25428,0,0,1,0,0,0,"1995",0.05,c(510075.405432786, 222614.541678293)
"13046",165000,1933,"two",2109,"partbrk",3,1,1,50,150,"detached",360,7,7500,970930,137314,0,0,0,0,1,0,"1997",0.66,c(507005.973637777, 222653.527686621)
"13047",102500,1929,"two",2109,"brick",3,2,1,50,140,"detached",360,7,7000,950320,115714,0,0,1,0,0,0,"1995",0.7,c(507259.304297571, 222650.95487024)
"13048",128500,1963,"one",1264,"wood",3,1,0,165,0,"attached",528,6,50400,980327,72628,0,0,0,0,0,1,"1998",0.36,c(499912.43438457, 222749.041063812)
"13049",118500,1902,"two",4789,"wood",7,4,0,50,172,"detached",672,11,8600,950111,94714,0,0,1,0,0,0,"1995",0.97,c(511707.292016427, 222596.297075412)
"13050",116500,1927,"two",1891,"wood",4,1,1,50,145,"detached",360,8,7300,930517,104428,1,0,0,0,0,0,"1993",0.72,c(507114.840863759, 222654.244977944)
"13051",161900,1979,"two",2231,"partbrk",4,2,1,76,135,"attached",514,8,10300,961210,149914,0,0,0,1,0,0,"1996",0.2,c(499547.05692274, 222756.084917515)
"13052",97000,1966,"two",1248,"wood",3,1,1,60,0,"attached",352,6,8700,980505,77514,0,0,0,0,0,1,"1998",0.33,c(500921.828349465, 222737.533332095)
"13053",110000,1960,"one",1627,"brick",3,1,1,90,135,"attached",441,7,12200,960806,96228,0,0,0,1,0,0,"1996",0.39,c(501742.161543863, 222726.499734771)
"13054",12500,1883,"two",1677,"wood",3,1,0,40,153,"detached",520,7,6100,930429,8828,1,0,0,0,0,0,"1993",1.16,c(510303.150090058, 222617.390239514)
"13055",130000,1975,"one+half",2252,"wood",4,2,0,76,136,"attached",484,8,10300,930104,125714,1,0,0,0,0,0,"1993",0.24,c(501845.69516713, 222726.876980344)
"13056",143000,1979,"two",2050,"partbrk",3,2,1,71,214,"attached",483,8,15200,950331,149314,0,0,1,0,0,0,"1995",0.2,c(499807.237651405, 222754.934612815)
"13057",5000,1882,"one",908,"wood",2,1,0,36,105,"detached",400,5,3800,931118,3200,1,0,0,0,0,0,"1993",1.17,c(513710.207333915, 222576.6673118)
"13058",135000,1937,"two",1564,"partbrk",4,1,1,50,150,"attached",340,7,7500,980707,98314,0,0,0,0,0,1,"1998",0.62,c(506613.675498606, 222665.781225078)
"13059",145000,1979,"two",2195,"wood",4,2,1,70,245,"attached",609,8,17200,930823,153914,1,0,0,0,0,0,"1993",0.2,c(499640.050202016, 222759.131281383)
"13060",115000,1926,"two",1770,"wood",3,1,1,50,150,"detached",378,7,7500,980129,100800,0,0,0,0,0,1,"1998",0.73,c(506723.042303213, 222666.486218943)
"13061",97000,1965,"bilevel",1634,"partbrk",3,2,1,62,130,"attached",552,7,8100,960226,87514,0,0,0,1,0,0,"1996",0.34,c(500815.742119718, 222745.42377367)
"13062",61900,1964,"bilevel",1568,"partbrk",3,1,0,58,126,"attached",288,7,7100,930225,78600,1,0,0,0,0,0,"1993",0.35,c(500776.688227791, 222746.068300617)
"13063",60000,1930,"two",1841,"metlvnyl",4,1,1,81,110,"detached",864,10,8900,961206,38628,0,0,0,1,0,0,"1996",0.69,c(518211.909867409, 222529.021090998)
"13064",26000,1927,"two",1120,"wood",3,1,0,40,90,"detached",480,6,3600,980113,13200,0,0,0,0,0,1,"1998",0.72,c(509800.748734563, 222630.165739947)
"13065",155000,1979,"two",2088,"partbrk",3,2,1,70,226,"attached",440,7,15800,950614,140200,0,0,1,0,0,0,"1995",0.2,c(499599.39233915, 222764.247373915)
"13066",175000,1930,"two",2027,"brick",4,2,1,50,150,"detached",360,9,7500,970410,129800,0,0,0,0,1,0,"1997",0.69,c(506896.378270426, 222667.483291666)
"13067",167000,1926,"two",1799,"brick",4,1,1,50,150,"detached",380,7,7500,970731,105200,0,0,0,0,1,0,"1997",0.73,c(506942.358708023, 222667.893678446)
"13068",28500,1897,"two",1375,"wood",3,1,1,40,105,"detached",360,7,4200,971201,15514,0,0,0,0,1,0,"1997",1.02,c(511856.253626072, 222606.705886029)
"13069",36900,1887,"two",1842,"wood",5,1,0,40,105,"no garage",0,9,4200,940718,32228,0,1,0,0,0,0,"1994",1.12,c(511880.578124345, 222607.07716414)
"13070",63195,1887,"two",2286,"partbrk",3,1,0,40,105,"no garage",0,7,4200,970924,37714,0,0,0,0,1,0,"1997",1.12,c(511892.823647561, 222607.261823514)
"13071",132000,1963,"two",1888,"brick",4,1,1,50,150,"detached",420,8,7500,940317,124000,0,1,0,0,0,0,"1994",0.36,c(507005.920048599, 222668.856752169)
"13072",115000,1986,"one",1232,"wood",2,2,0,330,690,"detached",480,4,207900,960625,102114,0,0,0,1,0,0,"1996",0.13,c(532233.914192599, 222390.09823515)
"13073",13000,1897,"one",720,"metlvnyl",2,1,0,30,120,"no garage",0,5,3600,940728,10028,0,1,0,0,0,0,"1994",1.02,c(517840.481084024, 222539.100146057)
"13074",23000,1902,"two",2131,"metlvnyl",4,1,0,30,166,"no garage",0,6,5000,971017,22314,0,0,0,0,1,0,"1997",0.97,c(515226.949974604, 222569.357376742)
"13075",87000,1965,"bilevel",1540,"partbrk",3,1,1,60,141,"attached",552,7,8500,950807,84600,0,0,1,0,0,0,"1995",0.34,c(500876.53966421, 222751.258324516)
"13076",112750,1927,"two",1561,"brick",3,1,0,50,145,"detached",324,6,7300,960520,91714,0,0,0,1,0,0,"1996",0.72,c(507114.868899268, 222669.461920746)
"13077",89000,1979,"one",1320,"partbrk",3,1,1,68,133,"attached",480,5,9000,970730,76228,0,0,0,0,1,0,"1997",0.2,c(501587.458502455, 222742.367831297)
"13078",123000,1978,"two",2106,"partbrk",4,2,1,68,133,"attached",462,8,9000,960531,114314,0,0,0,1,0,0,"1996",0.21,c(501629.770635826, 222742.461066467)
"13079",16200,1907,"two",1536,"wood",3,1,0,46,53,"no garage",0,6,2400,930623,13000,1,0,0,0,0,0,"1993",0.92,c(510153.504145813, 222632.67995394)
"13080",93000,1981,"one",1448,"metlvnyl",3,2,0,79,132,"attached",528,7,10400,930521,85400,1,0,0,0,0,0,"1993",0.18,c(501651.850232318, 222743.050651891)
"13081",225000,1983,"two",2753,"partbrk",4,2,1,70,140,"attached",367,8,9800,980821,182000,0,0,0,0,0,1,"1998",0.16,c(499075.368995803, 222778.730463266)
"13082",87000,1957,"one",912,"wood",3,1,0,100,0,"attached",336,5,23100,980723,47628,0,0,0,0,0,1,"1998",0.42,c(500223.379072882, 222762.979142348)
"13083",32500,1923,"one",767,"wood",2,1,0,45,130,"no garage",0,6,5800,961204,16428,0,0,0,1,0,0,"1996",0.76,c(502704.523107443, 222729.427538366)
"13084",120000,1957,"one",1947,"partbrk",3,2,0,103,141,"attached",488,6,14500,931029,103714,1,0,0,0,0,0,"1993",0.42,c(503142.220209324, 222724.243551349)
"13085",169000,1984,"two",2440,"partbrk",4,2,1,73,140,"attached",528,8,10200,951205,165114,0,0,1,0,0,0,"1995",0.15,c(498947.328494568, 222782.954578556)
"13086",89500,1948,"two",1570,"partbrk",3,1,1,50,133,"detached",504,6,6700,950703,99914,0,0,1,0,0,0,"1995",0.51,c(507417.490789332, 222672.262444636)
"13087",253000,1991,"two",3211,"partbrk",4,2,1,70,125,"attached",503,9,8733,970210,240228,0,0,0,0,1,0,"1997",0.08,c(498425.491846272, 222792.900005057)
"13088",125350,1928,"two",1848,"brick",3,1,1,50,150,"attached",346,6,7500,960103,103314,0,0,0,1,0,0,"1996",0.71,c(506722.904610928, 222681.70529958)
"13089",165000,1982,"multilvl",2208,"wood",4,2,1,70,135,"attached",540,8,9500,980526,139714,0,0,0,0,0,1,"1998",0.17,c(499383.804391739, 222779.782573327)
"13090",17000,1892,"two",2154,"wood",4,2,0,31,157,"detached",520,8,4900,950317,17600,0,0,1,0,0,0,"1995",1.07,c(515620.042215632, 222574.554283643)
"13091",105000,1980,"two",2016,"metlvnyl",4,2,1,88,163,"attached",480,8,14000,930301,113314,1,0,0,0,0,0,"1993",0.19,c(502843.525147844, 222735.119891465)
"13092",102000,1964,"two",1815,"metlvnyl",4,1,1,56,124,"attached",483,7,7000,960930,92400,0,0,0,1,0,0,"1996",0.35,c(500778.087714154, 222763.154958431)
"13093",145000,1927,"one+half",2045,"brick",3,1,2,50,150,"detached",400,6,7500,941129,132800,0,1,0,0,0,0,"1994",0.72,c(506896.241638827, 222682.81342616)
"13094",58000,1903,"two",1536,"wood",4,1,0,48,150,"detached",600,7,7400,970303,42800,0,0,0,0,1,0,"1997",0.96,c(502548.998802687, 222740.065554856)
"13095",185000,1928,"two",2074,"stucdrvt",4,2,1,50,150,"detached",400,8,7500,980430,121714,0,0,0,0,0,1,"1998",0.71,c(506942.223402417, 222683.334869123)
"13096",130000,1971,"one+half",2387,"partbrk",3,2,0,80,124,"attached",576,7,9900,970127,129514,0,0,0,0,1,0,"1997",0.28,c(501844.608210756, 222751.217370338)
"13097",140000,1927,"two",1645,"stucdrvt",3,1,1,50,150,"detached",552,6,7500,970523,108800,0,0,0,0,1,0,"1997",0.72,c(507005.698489486, 222684.076893991)
"13098",39000,1940,"one",1060,"wood",2,1,0,70,150,"carport",304,5,10500,940629,40914,0,1,0,0,0,0,"1994",0.59,c(502632.5582217, 222741.610662395)
"13099",102000,1951,"one",1311,"partbrk",3,1,1,65,0,"attached",252,6,8000,980505,83514,0,0,0,0,0,1,"1998",0.48,c(507156.765551069, 222682.699540677)
"13100",154000,1928,"two",2684,"partbrk",4,2,1,50,150,"detached",400,8,7500,950616,162600,0,0,1,0,0,0,"1995",0.71,c(507051.927209235, 222684.373718686)
"13101",119500,1958,"multilvl",1962,"partbrk",3,1,1,154,0,"attached",440,6,12300,980812,110028,0,0,0,0,0,1,"1998",0.41,c(503403.20147439, 222733.319302631)
"13102",175000,1983,"two",2525,"partbrk",4,2,1,70,140,"attached",458,8,9800,941216,172114,0,1,0,0,0,0,"1994",0.16,c(499158.50978294, 222792.015572688)
"13103",91000,1965,"bilevel",1596,"partbrk",3,1,0,49,0,"attached",288,7,7300,971110,82428,0,0,0,0,1,0,"1997",0.34,c(500876.697390432, 222768.917328834)
"13104",179000,1983,"two",2606,"partbrk",4,2,1,70,140,"attached",484,8,9800,930129,193714,1,0,0,0,0,0,"1993",0.16,c(499180.348961417, 222793.26744563)
"13105",90000,1952,"one",792,"wood",2,1,1,165,630,"detached",488,4,103934,950717,81228,0,0,1,0,0,0,"1995",0.47,c(499751.532744334, 222786.249396077)
"13106",113500,1963,"one",2003,"brick",4,1,1,85,142,"attached",572,7,12100,960917,111714,0,0,0,1,0,0,"1996",0.36,c(501802.646574095, 222758.560255521)
"13107",184500,1983,"two",2540,"partbrk",4,2,1,70,140,"attached",500,9,9800,970221,169600,0,0,0,0,1,0,"1997",0.16,c(499223.194560886, 222795.782943515)
"13108",80000,1948,"two",1431,"partbrk",3,2,0,50,133,"attached",420,6,6700,961118,92714,0,0,0,1,0,0,"1996",0.51,c(507417.18509399, 222687.483635845)
"13109",150000,1937,"one",1778,"wood",5,2,0,165,0,"detached",400,9,164569,980506,83514,0,0,0,0,0,1,"1998",0.62,c(499980.005064224, 222786.987010145)
"13110",175000,1983,"two",2562,"partbrk",4,2,1,71,140,"attached",440,8,9900,940718,179800,0,1,0,0,0,0,"1994",0.16,c(499244.210226289, 222797.712896149)
"13111",39900,1925,"one",758,"wood",2,1,0,90,0,"detached",192,5,11100,940505,29114,0,1,0,0,0,0,"1994",0.74,c(502702.902390195, 222751.442315076)
"13112",83000,1925,"one",968,"wood",2,1,0,115,0,"detached",352,5,153300,971028,54800,0,0,0,0,1,0,"1997",0.74,c(500140.191600542, 222788.559324477)
"13113",83000,1964,"multilvl",1614,"wood",3,1,1,56,123,"attached",288,7,7000,960529,82200,0,0,0,1,0,0,"1996",0.35,c(500779.246478144, 222780.911364976)
"13114",166000,1982,"two",2855,"wood",4,2,1,76,169,"attached",484,8,12800,950227,175600,0,0,1,0,0,0,"1995",0.17,c(499533.399369443, 222798.371917725)
"13115",135000,1979,"one",1300,"partbrk",3,2,0,150,0,"no garage",0,5,81675,981001,83514,0,0,0,0,0,1,"1998",0.2,c(529300.508593175, 222449.048945469)
"13116",223000,1992,"two",3011,"partbrk",4,2,1,81,0,"attached",550,8,10149,940725,218714,0,1,0,0,0,0,"1994",0.07,c(498512.40951533, 222814.122453519)
"13117",212000,1992,"two",2755,"partbrk",4,2,1,74,143,"attached",441,8,10704,950714,197000,0,0,1,0,0,0,"1995",0.07,c(498560.88681788, 222814.333812541)
"13118",125900,1968,"two",1942,"metlvnyl",4,1,1,75,137,"attached",400,8,10300,970502,107514,0,0,0,0,1,0,"1997",0.31,c(502005.826598124, 222767.590023979)
"13119",200000,1991,"two",2773,"partbrk",4,2,1,71,129,"attached",460,8,9972,971217,195314,0,0,0,0,1,0,"1997",0.08,c(498537.163320575, 222815.33166522)
"13120",32500,1912,"one+half",1212,"wood",3,1,0,33,165,"detached",440,6,5400,940311,20714,0,1,0,0,0,0,"1994",0.87,c(515801.758901743, 222594.771166573)
"13121",228000,1991,"two",2913,"partbrk",4,2,1,72,190,"attached",483,8,13666,960607,205914,0,0,0,1,0,0,"1996",0.08,c(498672.907616769, 222814.102976653)
"13122",49800,1992,"one",960,"metlvnyl",3,1,0,114,110,"detached",560,5,12540,960222,29114,0,0,0,1,0,0,"1996",0.07,c(518162.890509167, 222569.226386326)
"13123",90000,1967,"multilvl",1655,"metlvnyl",3,1,1,75,137,"attached",275,7,10300,940527,91314,0,1,0,0,0,0,"1994",0.32,c(502107.364000286, 222768.22007863)
"13124",92500,1978,"bilevel",1732,"partbrk",4,1,1,66,136,"attached",520,7,9000,940309,93400,0,1,0,0,0,0,"1994",0.21,c(501702.739547838, 222773.796301566)
"13125",77500,1950,"one",1774,"brick",3,2,0,50,150,"attached",260,5,7500,960603,91114,0,0,0,1,0,0,"1996",0.49,c(506567.195345356, 222710.698072199)
"13126",32000,1915,"one",1428,"ccbtile",3,1,0,45,151,"detached",192,5,6800,970826,36000,0,0,0,0,1,0,"1997",0.84,c(509220.658793174, 222677.713378134)
"13127",17250,1887,"one",1140,"wood",2,1,0,35,108,"detached",220,6,3800,931222,15028,1,0,0,0,0,0,"1993",1.12,c(512027.535747181, 222644.615917902)
"13128",92000,1958,"one",1713,"partbrk",3,1,1,86,0,"attached",483,7,15400,930924,101114,1,0,0,0,0,0,"1993",0.41,c(503049.900651031, 222759.020294298)
"13129",204000,1985,"two",2627,"partbrk",4,2,1,59,0,"attached",577,8,20000,980417,187114,0,0,0,0,0,1,"1998",0.14,c(498882.163676592, 222816.518177311)
"13130",136000,1937,"two",2166,"brick",4,2,1,50,150,"detached",361,8,7500,950303,129400,0,0,1,0,0,0,"1995",0.62,c(506722.623525229, 222711.699235212)
"13131",92700,1965,"bilevel",1408,"partbrk",3,1,1,55,138,"attached",480,7,8000,960318,77114,0,0,0,1,0,0,"1996",0.34,c(500917.534923988, 222789.131378155)
"13132",199000,1993,"two",2878,"partbrk",4,2,1,72,190,"attached",418,8,13666,930615,200800,1,0,0,0,0,0,"1993",0.06,c(498760.020804253, 222819.552725643)
"13133",131000,1927,"two",2004,"partbrk",4,1,2,50,150,"detached",361,8,7500,940627,119714,0,1,0,0,0,0,"1994",0.72,c(506832.325553083, 222712.623710936)
"13134",183000,1983,"two",2992,"partbrk",4,2,1,77,170,"attached",550,8,13100,931025,182714,1,0,0,0,0,0,"1993",0.16,c(499577.115558586, 222809.652520662)
"13135",205000,1993,"two",2258,"partbrk",4,2,1,72,190,"attached",528,9,13666,940301,192228,0,1,0,0,0,0,"1994",0.06,c(498781.776712451, 222820.804560977)
"13136",139000,1986,"two",2328,"partbrk",3,2,1,45,0,"attached",400,6,11500,950530,132028,0,0,1,0,0,0,"1995",0.13,c(503389.872509327, 222758.155455476)
"13137",11002,1909,"one",1090,"wood",3,1,0,34,180,"no garage",0,5,6100,970122,11000,0,0,0,0,1,0,"1997",0.9,c(515408.808500599, 222608.778529929)
"13138",178000,1929,"two",2281,"brick",5,2,1,50,150,"attached",411,9,7500,960830,157400,0,0,0,1,0,0,"1996",0.7,c(506895.879410968, 222713.030536924)
"13139",167600,1926,"two",1872,"metlvnyl",3,1,1,50,150,"detached",400,6,7500,980701,106400,0,0,0,0,0,1,"1998",0.73,c(506941.942834602, 222713.439853691)
"13140",113800,1958,"one",1941,"brick",3,2,1,113,0,"attached",529,7,16900,940209,106400,0,1,0,0,0,0,"1994",0.41,c(503013.100896111, 222766.287267378)
"13141",88000,1959,"one",1739,"brick",3,2,1,92,0,"attached",506,7,16200,940818,101114,0,1,0,0,0,0,"1994",0.4,c(503198.222486365, 222764.150715906)
"13142",79000,1897,"two",2104,"wood",4,1,0,50,172,"detached",440,8,8600,940616,53714,0,1,0,0,0,0,"1994",1.02,c(511706.461802732, 222658.175566971)
"13143",108000,1966,"two",1392,"partbrk",4,1,1,57,128,"attached",240,8,7200,980527,80800,0,0,0,0,0,1,"1998",0.33,c(500817.240803341, 222800.275085915)
"13144",9000,1892,"one",840,"wood",2,1,0,25,110,"detached",598,5,2800,930316,10200,1,0,0,0,0,0,"1993",1.07,c(515235.938918206, 222618.791325883)
"13145",171000,1982,"one+half",2000,"partbrk",4,2,1,81,152,"attached",624,7,12300,971103,144714,0,0,0,0,1,0,"1997",0.17,c(499602.647405984, 222818.963204867)
"13146",7600,1913,"two",1640,"wood",3,1,0,40,140,"no garage",0,7,5600,941207,7914,0,1,0,0,0,0,"1994",0.86,c(510165.864092329, 222682.510640626)
"13147",159500,1951,"two",2097,"partbrk",4,1,1,50,150,"detached",420,8,7500,960409,123000,0,0,0,1,0,0,"1996",0.48,c(506676.425322838, 222726.73250707)
"13148",76000,1963,"bilevel",2228,"brick",3,2,0,120,300,"no garage",0,6,36000,940427,60600,0,1,0,0,0,0,"1994",0.36,c(496446.400236718, 222865.946434653)
"13149",130000,1927,"two",2157,"partbrk",3,1,0,50,150,"detached",400,7,7500,980317,121114,0,0,0,0,0,1,"1998",0.72,c(506722.48868982, 222727.140431997)
"13150",96000,1965,"bilevel",1652,"wood",3,1,1,55,133,"attached",288,7,7300,980720,80000,0,0,0,0,0,1,"1998",0.34,c(500876.769087681, 222804.682973237)
"13151",12000,1907,"one+half",1737,"wood",4,1,0,30,131,"no garage",0,8,3900,951106,12000,0,0,1,0,0,0,"1995",0.92,c(517766.39852816, 222594.364448512)
"13152",109900,1967,"two",1782,"metlvnyl",4,2,1,75,137,"attached",480,8,10300,940519,108314,0,1,0,0,0,0,"1994",0.32,c(502107.254500046, 222790.992179045)
"13153",105000,1978,"two",1608,"metlvnyl",3,1,1,64,140,"attached",484,6,9000,940621,95714,0,1,0,0,0,0,"1994",0.21,c(501572.435679086, 222801.552939026)
"13154",6050,1889,"one",957,"brick",2,1,0,28,100,"detached",280,5,2800,940705,3914,0,1,0,0,0,0,"1994",1.1,c(513759.599758743, 222647.056905675)
"13155",121750,1978,"bilevel",1824,"partbrk",4,2,0,64,140,"attached",576,7,9000,980916,98428,0,0,0,0,0,1,"1998",0.21,c(501611.592116379, 222802.355290193)
"13156",17500,1917,"two",1448,"wood",3,1,0,36,107,"no garage",0,6,3900,971231,11914,0,0,0,0,1,0,"1997",0.82,c(513491.387159906, 222651.579572073)
