edad,mujer,hispano,educ,renta,horassem,semtr,sindic,convlab,region,raza,estciv,exper,sal
57,0,0,13,38000,40,52,0,0,3,1,5,38,18.2692307692308
56,0,0,12,36000,37,52,0,0,3,1,7,38,18.7110187110187
38,1,0,13,33000,60,52,0,0,3,1,1,19,10.5769230769231
32,0,0,18,80000,40,52,0,0,3,4,1,8,38.4615384615385
55,1,0,14,24000,40,52,0,0,3,1,1,35,11.5384615384615
28,0,0,12,36000,40,52,0,0,3,1,5,10,17.3076923076923
27,1,0,16,45000,40,52,0,0,3,1,7,5,21.6346153846154
43,0,1,12,100000,50,52,0,0,3,2,1,25,38.4615384615385
37,1,0,16,71279,40,52,0,0,3,1,1,15,34.26875
39,0,0,18,66024,50,52,0,0,3,1,1,15,25.3938461538462
61,0,0,12,70000,40,52,0,0,3,1,1,43,33.6538461538462
51,1,0,13,58000,40,52,0,0,3,1,1,32,27.8846153846154
44,0,0,12,90000,50,52,0,0,3,1,1,26,34.6153846153846
39,0,0,13,117000,40,52,0,0,3,1,1,20,56.25
28,1,0,13,33108,40,52,0,0,3,1,1,9,15.9173076923077
39,1,0,12,70000,40,48,0,0,3,1,1,21,36.4583333333333
40,0,0,14,70000,40,49,0,0,3,1,1,20,35.7142857142857
24,0,0,13,22000,40,52,0,0,3,2,7,5,10.5769230769231
36,0,1,4,12000,40,52,0,0,3,1,1,26,5.76923076923077
28,0,0,14,40000,60,52,0,0,3,2,7,8,12.8205128205128
38,1,1,12,35000,40,52,0,0,3,1,7,20,16.8269230769231
38,1,0,12,32000,50,52,0,0,3,1,1,20,12.3076923076923
42,0,0,13,40000,40,52,0,0,3,1,1,23,19.2307692307692
39,1,0,13,27000,40,52,0,0,3,1,7,20,12.9807692307692
35,0,0,12,46000,40,52,0,0,3,1,7,17,22.1153846153846
38,0,0,12,60000,40,52,0,0,3,2,1,20,28.8461538461538
37,1,0,16,50000,40,52,0,0,3,2,1,15,24.0384615384615
29,0,0,16,99000,45,52,0,0,3,1,1,7,42.3076923076923
56,1,0,18,45000,40,52,0,0,3,1,7,32,21.6346153846154
34,1,0,16,48000,45,52,0,0,3,1,4,12,20.5128205128205
33,1,0,12,32000,40,52,0,0,3,1,1,15,15.3846153846154
35,0,0,12,48000,40,52,0,0,3,1,1,17,23.0769230769231
31,1,0,12,95000,50,52,0,0,3,4,7,13,36.5384615384615
43,0,0,12,49000,40,52,0,0,3,1,5,25,23.5576923076923
64,0,0,12,20000,40,52,0,0,3,1,1,46,9.61538461538461
39,1,1,6,15000,38,52,0,0,3,1,6,27,7.59109311740891
30,0,0,16,34000,40,52,0,0,3,1,1,8,16.3461538461538
29,1,0,18,44000,40,52,0,0,3,1,1,5,21.1538461538462
29,1,0,16,40000,40,52,0,0,3,1,7,7,19.2307692307692
34,1,0,18,45000,38,52,0,0,3,1,1,10,22.7732793522267
34,0,0,18,50000,40,52,0,0,3,1,1,10,24.0384615384615
39,1,0,18,90000,50,52,0,0,3,1,7,15,34.6153846153846
60,1,0,16,45000,40,52,0,0,3,1,1,38,21.6346153846154
30,0,0,13,55000,46,52,0,0,3,1,1,11,22.9933110367893
26,0,0,13,62000,40,52,0,0,3,1,1,7,29.8076923076923
24,1,0,12,20000,40,48,0,0,3,1,1,6,10.4166666666667
47,0,0,13,44000,45,52,0,0,3,1,1,28,18.8034188034188
47,1,0,12,22000,38,52,0,0,3,1,1,29,11.1336032388664
44,0,0,16,44000,40,52,0,0,3,1,1,22,21.1538461538462
40,1,0,16,58500,40,52,0,0,3,1,1,18,28.125
66,0,0,12,90000,50,52,0,0,3,1,1,48,34.6153846153846
46,1,0,12,39000,40,52,0,0,3,1,7,28,18.75
40,0,0,16,130000,60,52,0,0,3,1,7,18,41.6666666666667
26,0,0,14,45000,50,52,0,0,3,1,7,6,17.3076923076923
27,1,0,14,55000,40,52,0,0,3,1,7,7,26.4423076923077
29,0,0,18,137000,45,52,0,0,3,1,1,5,58.5470085470085
29,1,0,16,64000,40,52,0,0,3,1,1,7,30.7692307692308
46,0,0,12,73000,50,52,0,0,3,2,1,28,28.0769230769231
44,1,0,14,27000,40,52,0,0,3,2,1,24,12.9807692307692
41,1,0,12,22000,40,52,0,0,3,2,7,23,10.5769230769231
42,1,0,16,140000,45,52,0,0,3,1,1,20,59.8290598290598
60,0,0,12,41645,45,52,0,0,3,1,1,42,17.7970085470085
26,0,0,11,17200,40,52,0,0,3,1,7,9,8.26923076923077
67,0,0,12,100000,60,52,0,0,3,2,1,49,32.0512820512821
56,1,0,14,40000,40,52,0,0,3,2,1,36,19.2307692307692
45,1,0,13,55000,40,52,0,0,3,2,1,26,26.4423076923077
48,0,0,13,40000,40,52,0,0,3,2,1,29,19.2307692307692
66,0,0,12,70000,40,52,0,0,3,2,1,48,33.6538461538462
40,0,0,12,54000,40,52,0,0,3,1,1,22,25.9615384615385
25,1,0,12,22000,40,52,0,0,3,1,7,7,10.5769230769231
34,0,0,13,62000,40,52,0,0,3,1,1,15,29.8076923076923
32,1,0,13,85000,40,52,0,0,3,1,1,13,40.8653846153846
52,0,0,16,41000,48,52,0,0,3,1,5,30,16.4262820512821
45,1,0,16,42000,40,52,0,0,3,1,1,23,20.1923076923077
49,0,0,14,48000,60,52,0,0,3,1,1,29,15.3846153846154
41,1,0,16,50500,40,52,0,0,3,2,5,19,24.2788461538462
22,1,0,14,24000,40,52,0,0,3,2,7,2,11.5384615384615
66,1,0,12,50000,40,52,0,0,3,2,5,48,24.0384615384615
42,0,0,13,45000,40,52,0,0,3,2,5,23,21.6346153846154
66,0,0,18,30360,40,48,0,0,3,1,1,42,15.8125
59,1,0,16,70000,40,52,0,0,3,1,1,37,33.6538461538462
24,1,0,18,50000,40,52,0,0,3,1,7,0,24.0384615384615
31,1,0,16,30000,40,52,0,0,3,1,7,9,14.4230769230769
21,0,0,12,37000,40,52,0,0,3,1,1,3,17.7884615384615
31,1,0,12,23000,40,52,0,0,3,2,7,13,11.0576923076923
37,0,0,14,30160,40,52,0,0,3,2,5,17,14.5
34,0,0,13,50000,40,52,0,0,3,1,1,15,24.0384615384615
35,1,0,18,70400,40,52,0,0,3,1,1,11,33.8461538461538
39,0,0,18,80000,40,52,0,0,3,1,1,15,38.4615384615385
40,0,0,16,70000,45,52,0,0,3,1,1,18,29.9145299145299
39,1,0,12,47000,40,52,0,0,3,4,1,21,22.5961538461538
29,0,0,12,35000,45,52,0,0,3,6,7,11,14.957264957265
32,0,0,12,34000,40,52,0,0,3,2,7,14,16.3461538461538
33,0,0,13,40000,40,52,0,0,3,2,7,14,19.2307692307692
42,1,1,14,17500,40,52,0,0,3,1,4,22,8.41346153846154
27,1,0,18,52000,37,52,0,0,3,1,7,3,27.027027027027
30,0,0,12,25000,40,52,0,0,3,1,7,12,12.0192307692308
32,0,0,12,55500,40,52,0,0,3,1,5,14,26.6826923076923
55,1,0,16,40000,40,52,0,0,3,2,1,33,19.2307692307692
25,1,0,16,63000,40,52,0,0,3,1,7,3,30.2884615384615
28,0,0,12,40000,40,52,0,0,3,1,7,10,19.2307692307692
59,1,0,12,29000,40,52,0,0,3,1,7,41,13.9423076923077
40,0,0,16,120000,50,52,0,0,3,1,1,18,46.1538461538462
48,1,0,13,50000,40,52,0,0,3,1,1,29,24.0384615384615
53,0,0,18,112000,40,52,0,0,3,1,1,29,53.8461538461538
25,1,0,16,30000,40,52,0,0,3,1,7,3,14.4230769230769
61,1,0,18,80000,45,52,0,0,3,2,1,37,34.1880341880342
38,0,0,12,34000,40,52,0,0,3,1,1,20,16.3461538461538
48,0,0,12,50000,40,52,0,0,3,2,6,30,24.0384615384615
28,0,0,12,23088,40,52,0,0,3,1,7,10,11.1
56,0,0,16,120000,50,52,0,0,3,1,5,34,46.1538461538462
36,1,0,18,55000,40,52,0,0,3,1,1,12,26.4423076923077
49,0,0,16,99000,40,52,0,0,3,1,4,27,47.5961538461538
49,1,0,13,407720,52,52,0,0,3,1,1,30,150.784023668639
47,0,0,13,65000,40,52,0,0,3,1,1,28,31.25
53,1,0,18,52000,40,52,0,0,3,1,5,29,25
56,1,0,12,45000,37,52,0,0,3,1,1,38,23.3887733887734
62,0,0,9,70000,84,52,0,0,3,1,1,47,16.025641025641
54,0,0,12,37500,40,52,0,0,3,2,1,36,18.0288461538462
56,1,0,12,75000,40,52,0,0,3,2,1,38,36.0576923076923
39,0,0,20,99731,40,52,0,0,3,4,1,13,47.9475961538462
47,0,0,14,86000,45,52,0,0,3,1,1,27,36.7521367521367
50,0,1,8,20000,40,52,0,0,3,1,1,36,9.61538461538461
36,1,0,18,62000,40,52,0,0,3,2,1,12,29.8076923076923
34,1,0,13,40000,40,52,0,0,3,2,7,15,19.2307692307692
26,0,0,16,34002,40,52,0,0,3,1,7,4,16.3471153846154
44,1,0,20,105000,40,52,0,0,3,4,1,18,50.4807692307692
36,0,1,12,14560,40,52,0,0,3,1,7,18,7
50,0,1,12,32448,40,52,0,0,3,1,7,32,15.6
36,1,1,12,36400,40,52,0,0,3,1,5,18,17.5
36,0,0,16,125000,60,52,0,0,3,1,1,14,40.0641025641026
52,0,1,9,20000,40,52,0,0,3,2,7,37,9.61538461538461
32,0,1,13,30000,40,52,0,0,3,1,7,13,14.4230769230769
39,1,0,18,34000,40,52,0,0,3,1,1,15,16.3461538461538
31,0,1,12,22000,40,52,0,0,3,1,1,13,10.5769230769231
29,1,1,14,24000,40,52,0,0,3,1,7,9,11.5384615384615
55,1,1,16,30000,40,52,0,0,3,1,1,33,14.4230769230769
52,0,0,12,30000,40,52,0,0,3,2,1,34,14.4230769230769
43,1,1,4,12000,40,52,0,0,3,1,1,33,5.76923076923077
41,0,1,12,26000,40,52,0,0,3,1,1,23,12.5
34,0,1,4,40000,40,52,0,0,3,1,1,24,19.2307692307692
49,1,0,16,80000,50,52,0,0,3,1,5,27,30.7692307692308
43,0,0,16,120000,60,52,0,0,3,1,1,21,38.4615384615385
34,1,1,11,12700,40,52,0,0,3,1,3,17,6.10576923076923
37,0,0,18,80000,40,52,0,0,3,1,1,13,38.4615384615385
37,1,0,18,97000,40,50,0,0,3,1,1,13,48.5
36,0,0,18,11000,50,52,0,0,3,1,1,12,4.23076923076923
40,0,0,16,85000,40,52,0,0,3,1,1,18,40.8653846153846
43,0,0,20,70000,40,52,0,0,3,1,1,17,33.6538461538462
35,0,0,12,60000,40,52,0,0,3,1,1,17,28.8461538461538
50,0,0,14,40000,40,52,0,0,3,1,1,30,19.2307692307692
47,1,0,13,65000,45,52,0,0,3,1,1,28,27.7777777777778
30,0,0,16,98000,50,52,0,0,3,1,1,8,37.6923076923077
28,1,0,16,50000,45,52,0,0,3,1,1,6,21.3675213675214
22,0,0,12,30000,40,52,0,0,3,1,1,4,14.4230769230769
54,0,0,20,125000,50,52,0,0,3,4,1,28,48.0769230769231
54,1,0,20,90000,40,52,0,0,3,4,1,28,43.2692307692308
39,0,0,18,160000,50,52,0,0,3,1,1,15,61.5384615384615
33,0,0,12,28000,40,52,0,0,3,2,7,15,13.4615384615385
56,1,0,18,70000,40,52,0,0,3,2,1,32,33.6538461538462
56,0,0,20,90000,40,52,0,0,3,2,1,30,43.2692307692308
57,0,0,20,389599,50,52,0,0,3,1,4,31,149.845769230769
51,0,0,18,389599,50,52,0,0,3,1,1,27,149.845769230769
52,0,0,11,10000,40,52,0,0,3,2,7,35,4.80769230769231
43,0,0,12,10000,40,52,0,0,3,2,7,25,4.80769230769231
50,1,0,13,17600,37,52,0,0,3,2,7,31,9.14760914760915
46,1,0,12,21500,38,49,0,0,3,1,1,28,11.546723952739
51,0,0,12,56000,40,52,0,0,3,1,1,33,26.9230769230769
60,1,0,14,30000,40,52,0,0,3,2,1,40,14.4230769230769
43,0,0,12,78000,40,52,0,0,3,1,1,25,37.5
35,0,0,16,45000,40,52,0,0,3,4,1,13,21.6346153846154
59,0,0,13,37000,40,52,0,0,3,2,1,40,17.7884615384615
31,0,0,12,12000,40,52,0,0,3,2,7,13,5.76923076923077
27,0,0,12,48000,40,48,0,0,3,1,3,9,25
56,1,0,14,45000,40,52,0,0,3,1,5,36,21.6346153846154
29,1,0,18,46000,50,52,0,0,3,1,7,5,17.6923076923077
48,1,0,18,40000,40,52,0,0,3,1,1,24,19.2307692307692
36,0,0,14,100000,50,52,0,0,3,1,1,16,38.4615384615385
35,1,0,12,80000,40,52,0,0,3,1,1,17,38.4615384615385
49,0,0,14,52000,40,52,0,0,3,2,7,29,25
47,1,0,16,70680,40,52,0,0,3,2,7,25,33.9807692307692
35,0,0,13,72000,45,52,0,0,3,1,1,16,30.7692307692308
33,1,0,18,60000,40,52,0,0,3,1,7,9,28.8461538461538
40,0,0,18,71274,40,52,0,0,3,1,5,16,34.2663461538462
37,0,0,13,75000,45,52,0,0,3,1,1,18,32.0512820512821
37,1,0,18,65000,37,52,0,0,3,1,1,13,33.7837837837838
53,1,0,13,58500,60,52,0,0,3,2,7,34,18.75
55,0,0,13,40000,40,52,0,0,3,2,7,36,19.2307692307692
39,1,0,16,30000,40,52,0,0,3,4,1,17,14.4230769230769
41,0,0,16,110000,40,52,0,0,3,4,1,19,52.8846153846154
47,1,0,18,25609,40,52,0,0,3,4,1,23,12.3120192307692
48,0,0,16,21962,40,52,0,0,3,4,1,26,10.5586538461538
47,0,0,13,38000,44,52,0,0,3,1,1,28,16.6083916083916
28,1,0,12,50000,40,52,0,0,3,1,1,10,24.0384615384615
30,0,0,12,48000,45,52,0,0,3,1,1,12,20.5128205128205
47,0,0,10,30000,40,52,0,0,3,1,1,31,14.4230769230769
26,0,0,12,16000,40,50,0,0,3,1,6,8,8
34,0,0,16,10000,50,52,0,0,3,2,1,12,3.84615384615385
30,1,0,16,45000,40,52,0,0,3,1,1,8,21.6346153846154
35,0,0,12,45000,40,52,0,0,3,1,7,17,21.6346153846154
36,0,0,16,29000,40,52,0,0,3,4,1,14,13.9423076923077
38,1,0,14,29248,40,52,0,0,3,2,1,18,14.0615384615385
41,0,0,14,41600,40,52,0,0,3,2,1,21,20
48,0,0,14,56000,50,52,0,0,3,1,1,28,21.5384615384615
49,1,0,18,45000,45,52,0,0,3,1,1,25,19.2307692307692
49,0,0,13,90000,60,52,0,0,3,1,1,30,28.8461538461538
49,0,0,16,140000,60,52,0,0,3,1,1,27,44.8717948717949
40,1,0,10,21000,40,52,0,0,3,3,5,24,10.0961538461538
22,0,0,12,25000,40,52,0,0,3,3,7,4,12.0192307692308
38,1,0,14,12000,40,50,0,0,3,1,1,18,6
50,0,0,13,50000,50,52,0,0,3,1,1,31,19.2307692307692
29,1,0,13,21840,40,52,0,0,3,1,7,10,10.5
53,0,0,12,75000,40,52,0,0,3,2,7,35,36.0576923076923
50,1,0,12,26000,40,52,0,0,3,2,5,32,12.5
29,1,0,12,16000,40,52,0,0,3,2,7,11,7.69230769230769
36,1,0,14,22000,40,52,0,0,3,2,6,16,10.5769230769231
43,0,0,12,48000,41,52,0,0,3,2,7,25,22.5140712945591
40,1,0,12,42500,60,52,0,0,3,2,7,22,13.6217948717949
44,0,0,13,60000,40,52,0,0,3,2,1,25,28.8461538461538
42,1,0,13,26000,36,52,0,0,3,2,1,23,13.8888888888889
36,0,0,12,61000,40,52,0,0,3,2,1,18,29.3269230769231
39,1,0,14,46000,40,52,0,0,3,1,1,19,22.1153846153846
36,0,0,12,42588,40,52,0,0,3,1,1,18,20.475
46,0,0,12,75000,50,52,0,0,3,1,1,28,28.8461538461538
43,1,0,12,30000,50,52,0,0,3,1,1,25,11.5384615384615
45,0,0,12,87000,60,52,0,0,3,1,1,27,27.8846153846154
41,1,0,16,7000,40,52,0,0,3,1,1,19,3.36538461538462
48,0,0,20,140000,55,52,0,0,3,4,1,22,48.951048951049
48,1,0,18,10000,40,52,0,0,3,4,1,24,4.80769230769231
55,0,0,12,48000,38,52,0,0,3,2,1,37,24.2914979757085
27,1,0,16,44000,50,52,0,0,3,1,1,5,16.9230769230769
26,0,0,16,93000,50,52,0,0,3,1,1,4,35.7692307692308
44,0,0,12,50000,40,52,0,0,3,1,1,26,24.0384615384615
40,1,0,12,55000,40,52,0,0,3,1,1,22,26.4423076923077
47,0,0,16,80000,45,52,0,0,3,1,1,25,34.1880341880342
47,0,0,18,117000,50,52,0,0,3,4,1,23,45
49,1,0,16,104000,40,52,0,0,3,1,1,27,50
57,1,0,20,99000,55,52,0,0,3,1,5,31,34.6153846153846
27,1,0,14,37440,40,52,0,0,3,1,1,7,18
45,0,0,13,58000,40,52,0,0,3,1,1,26,27.8846153846154
44,1,0,18,35000,40,52,0,0,3,1,1,20,16.8269230769231
52,0,0,14,95000,40,52,0,0,3,1,1,32,45.6730769230769
38,0,0,13,38000,40,52,0,0,3,1,1,19,18.2692307692308
36,1,0,16,40000,38,52,0,0,3,1,1,14,20.2429149797571
46,1,0,16,62000,40,52,0,0,3,1,1,24,29.8076923076923
47,0,0,18,78000,40,52,0,0,3,1,1,23,37.5
42,0,0,16,100000,50,52,0,0,3,1,1,20,38.4615384615385
48,0,0,12,72946,60,52,0,0,3,1,1,30,23.3801282051282
51,1,0,14,48000,45,52,0,0,3,1,1,31,20.5128205128205
52,0,0,12,60000,40,52,0,0,3,2,5,34,28.8461538461538
42,0,0,18,27500,38,52,0,0,3,1,1,18,13.917004048583
41,1,0,20,49000,40,52,0,0,3,1,1,15,23.5576923076923
48,0,0,14,104000,40,52,0,0,3,2,1,28,50
31,1,0,12,15000,40,52,0,0,3,1,7,13,7.21153846153846
39,1,0,13,28000,37,52,0,0,3,1,7,20,14.5530145530146
49,0,0,12,52000,40,52,0,0,3,2,1,31,25
51,1,1,16,43000,37,52,0,0,3,2,1,29,22.3492723492724
31,1,0,12,24000,48,52,0,0,3,1,7,13,9.61538461538461
28,0,0,12,45000,40,52,0,0,3,1,7,10,21.6346153846154
59,1,0,14,75000,40,52,0,0,3,1,1,39,36.0576923076923
59,0,0,16,74800,40,52,0,0,3,1,1,37,35.9615384615385
41,0,0,18,140000,50,52,0,0,3,1,1,17,53.8461538461538
50,1,0,14,30000,40,52,0,0,3,1,1,30,14.4230769230769
54,0,0,16,56000,40,52,0,0,3,1,1,32,26.9230769230769
23,0,0,14,40000,40,52,0,0,3,2,7,3,19.2307692307692
56,1,0,12,63000,40,52,0,0,3,2,5,38,30.2884615384615
37,0,0,13,58000,40,52,0,0,3,2,7,18,27.8846153846154
58,1,0,14,42000,37,52,0,0,3,2,3,38,21.8295218295218
31,0,0,14,36000,60,52,0,0,3,4,1,11,11.5384615384615
28,0,0,14,25000,40,52,0,0,3,1,7,8,12.0192307692308
53,0,0,13,67000,80,52,0,0,3,2,1,34,16.1057692307692
37,1,0,13,35000,40,52,0,0,3,4,1,18,16.8269230769231
38,0,0,13,35000,40,52,0,0,3,8,1,19,16.8269230769231
47,0,0,16,72500,42,52,0,0,3,2,1,25,33.1959706959707
45,1,0,13,35000,40,52,0,0,3,2,1,26,16.8269230769231
34,0,0,16,75000,45,52,0,0,3,1,1,12,32.0512820512821
32,0,0,16,102000,40,52,0,0,3,1,1,10,49.0384615384615
47,0,0,14,60000,40,52,0,0,3,1,1,27,28.8461538461538
51,0,0,12,50000,40,52,0,0,3,2,1,33,24.0384615384615
50,1,0,12,35000,40,52,0,0,3,2,1,32,16.8269230769231
56,0,0,16,75000,45,52,0,0,3,1,1,34,32.0512820512821
49,1,0,16,80000,40,52,0,0,3,1,1,27,38.4615384615385
53,0,0,12,85000,50,52,0,0,3,1,1,35,32.6923076923077
47,1,0,12,48000,36,52,0,0,3,1,1,29,25.6410256410256
35,0,0,18,85000,45,52,0,0,3,1,1,11,36.3247863247863
36,1,0,13,31000,40,52,0,0,3,2,1,17,14.9038461538462
35,0,0,16,45000,40,52,0,0,3,2,1,13,21.6346153846154
34,1,0,16,127800,45,52,0,0,3,2,1,12,54.6153846153846
62,1,0,12,50000,52,52,0,0,3,2,5,44,18.491124260355
62,0,0,12,37500,40,52,0,0,3,2,1,44,18.0288461538462
66,1,0,12,27480,40,52,0,0,3,2,1,48,13.2115384615385
33,0,0,18,60000,40,52,0,0,3,4,1,9,28.8461538461538
25,1,0,16,33500,45,52,0,0,3,6,1,3,14.3162393162393
36,0,0,16,27700,45,50,0,0,3,1,1,14,12.3111111111111
55,1,0,13,16000,36,52,0,0,3,1,1,36,8.54700854700855
55,0,0,12,56000,40,52,0,0,3,1,1,37,26.9230769230769
47,0,0,16,101000,40,52,0,0,3,1,1,25,48.5576923076923
44,0,0,16,34000,37,52,0,0,3,1,1,22,17.6715176715177
42,1,0,12,53000,40,52,0,0,3,1,1,24,25.4807692307692
26,0,0,14,38000,40,52,0,0,3,1,7,6,18.2692307692308
27,1,0,16,34000,40,52,0,0,3,1,7,5,16.3461538461538
35,1,0,12,37000,40,52,0,0,3,1,7,17,17.7884615384615
42,1,0,12,45000,40,52,0,0,3,6,1,24,21.6346153846154
43,0,0,13,48000,50,52,0,0,3,1,1,24,18.4615384615385
58,1,0,18,114069,40,52,0,0,3,1,7,34,54.8408653846154
43,0,1,12,29000,40,52,0,0,3,1,1,25,13.9423076923077
43,1,0,12,27000,40,52,0,0,3,2,7,25,12.9807692307692
47,1,0,16,50000,45,50,0,0,3,1,1,25,22.2222222222222
39,1,0,13,27000,40,52,0,0,3,1,1,20,12.9807692307692
41,0,0,12,38000,40,52,0,0,3,1,1,23,18.2692307692308
33,1,0,12,30000,38,52,0,0,3,1,1,15,15.1821862348178
64,0,0,18,25000,50,52,0,0,3,1,1,40,9.61538461538461
37,0,0,12,39500,40,52,0,0,3,1,1,19,18.9903846153846
31,1,0,12,35880,40,52,0,0,3,1,1,13,17.25
41,0,0,11,15000,38,52,0,0,3,1,7,24,7.59109311740891
42,1,0,12,22000,40,52,0,0,3,1,5,24,10.5769230769231
40,0,0,20,272946,40,52,0,0,3,1,1,14,131.224038461538
52,1,0,12,16000,90,52,0,0,3,1,1,34,3.41880341880342
53,0,0,12,135000,40,52,0,0,3,1,1,35,64.9038461538462
25,1,0,18,35000,40,52,0,0,3,1,7,1,16.8269230769231
28,0,0,16,34000,40,52,0,0,3,1,7,6,16.3461538461538
62,0,0,13,65000,40,52,0,0,3,1,1,43,31.25
44,1,0,13,17000,40,52,0,0,3,1,7,25,8.17307692307692
43,1,0,12,23000,40,52,0,0,3,1,4,25,11.0576923076923
62,0,0,12,38000,36,52,0,0,3,1,1,44,20.2991452991453
61,1,0,14,54000,45,52,0,0,3,1,1,41,23.0769230769231
29,0,0,12,28800,40,52,0,0,3,1,7,11,13.8461538461538
58,0,0,16,70000,40,52,0,0,3,1,7,36,33.6538461538462
37,0,0,14,3500,50,52,0,0,3,1,1,17,1.34615384615385
45,0,0,13,98000,60,52,0,0,3,1,5,26,31.4102564102564
66,0,0,11,30000,40,50,0,0,3,1,1,49,15
25,1,0,14,18000,40,52,0,0,3,1,1,5,8.65384615384615
64,1,0,20,20000,40,52,0,0,3,1,7,38,9.61538461538461
62,1,0,18,120000,40,50,0,0,3,1,4,38,60
69,1,0,12,36000,40,52,0,0,3,1,7,51,17.3076923076923
58,1,0,14,44500,40,52,0,0,3,1,5,38,21.3942307692308
22,1,0,12,15600,40,52,0,0,3,1,7,4,7.5
31,1,1,13,32000,40,52,0,0,3,1,1,12,15.3846153846154
60,1,0,13,42000,40,52,0,0,3,2,1,41,20.1923076923077
46,1,0,14,32000,37,52,0,0,3,2,1,26,16.6320166320166
49,0,0,18,42500,37,52,0,0,3,2,1,25,22.0893970893971
52,1,0,14,42000,40,52,0,0,3,1,1,32,20.1923076923077
54,1,0,16,32000,37,52,0,0,3,1,7,32,16.6320166320166
43,1,0,16,30000,60,52,0,0,3,1,7,21,9.61538461538461
61,0,0,12,389599,40,52,0,0,3,1,1,43,187.307211538462
61,1,0,12,100000,40,52,0,0,3,1,1,43,48.0769230769231
48,0,0,16,100002,40,52,0,0,3,1,1,26,48.0778846153846
47,1,0,18,72002,40,52,0,0,3,1,1,23,34.6163461538462
36,1,0,14,45000,48,52,0,0,3,1,1,16,18.0288461538462
35,0,0,12,50000,50,52,0,0,3,1,1,17,19.2307692307692
27,1,0,12,20000,40,52,0,0,3,1,1,9,9.61538461538461
26,0,0,14,32500,40,52,0,0,3,1,1,6,15.625
61,1,0,18,29000,40,52,0,0,3,2,1,37,13.9423076923077
51,0,0,12,38000,40,52,0,0,3,2,1,33,18.2692307692308
51,1,0,16,100000,36,52,0,0,3,1,5,29,53.4188034188034
49,1,0,12,37000,40,52,0,0,3,1,5,31,17.7884615384615
32,1,0,16,42000,40,52,0,0,3,1,1,10,20.1923076923077
31,0,0,12,30000,40,52,0,0,3,1,1,13,14.4230769230769
48,0,0,14,31500,40,52,0,0,3,1,5,28,15.1442307692308
39,1,0,16,87000,45,52,0,0,3,1,5,17,37.1794871794872
54,0,1,8,20800,40,52,0,0,3,1,1,40,10
52,1,0,11,15000,40,52,0,0,3,1,1,35,7.21153846153846
36,1,0,11,11240,40,52,0,0,3,1,1,19,5.40384615384615
30,0,0,13,37000,40,52,0,0,3,1,1,11,17.7884615384615
25,1,0,13,26500,40,52,0,0,3,1,1,6,12.7403846153846
42,1,0,13,35000,40,52,0,0,3,1,1,23,16.8269230769231
42,0,0,12,45000,40,52,0,0,3,1,1,24,21.6346153846154
35,0,0,13,49000,40,52,0,0,3,1,1,16,23.5576923076923
64,0,0,16,141000,40,52,0,0,3,1,1,42,67.7884615384615
29,1,1,13,14000,40,52,0,0,3,1,1,10,6.73076923076923
25,0,1,8,15000,40,52,0,0,3,1,1,11,7.21153846153846
34,0,0,12,35000,40,52,0,0,3,2,1,16,16.8269230769231
26,0,0,13,46000,60,52,0,0,3,1,1,7,14.7435897435897
24,0,0,14,18000,40,52,0,0,3,1,7,4,8.65384615384615
47,0,0,12,25000,40,52,0,0,3,2,5,29,12.0192307692308
56,1,0,16,63000,40,52,0,0,3,1,5,34,30.2884615384615
60,1,0,14,52000,40,52,0,0,3,1,1,40,25
49,1,0,13,27000,40,52,0,0,3,1,4,30,12.9807692307692
21,1,0,11,10000,40,52,0,0,3,1,7,4,4.80769230769231
32,0,1,12,36000,50,52,0,0,3,1,7,14,13.8461538461538
25,1,1,6,21000,40,52,0,0,3,1,1,13,10.0961538461538
22,0,1,4,35000,40,52,0,0,3,1,7,12,16.8269230769231
43,1,1,6,20400,51,52,0,0,3,1,1,31,7.69230769230769
44,0,1,11,20400,40,51,0,0,3,1,1,27,10
51,0,0,14,50000,45,52,0,0,3,1,6,31,21.3675213675214
28,1,0,12,40000,45,52,0,0,3,1,7,10,17.0940170940171
55,0,0,12,41000,50,52,0,0,3,1,1,37,15.7692307692308
37,0,0,11,24000,40,52,0,0,3,2,7,20,11.5384615384615
55,0,0,16,118000,53,52,0,0,3,1,1,33,42.8156748911466
50,1,0,16,42500,38,52,0,0,3,1,1,28,21.5080971659919
35,1,0,13,30000,40,52,0,0,3,1,1,16,14.4230769230769
40,0,1,6,30000,40,52,0,0,3,1,1,28,14.4230769230769
42,0,0,16,75000,45,52,0,0,3,1,1,20,32.0512820512821
47,1,0,16,22000,40,48,0,0,3,1,1,25,11.4583333333333
44,0,0,13,20000,40,52,0,0,3,1,1,25,9.61538461538461
46,1,0,12,19000,40,50,0,0,3,1,1,28,9.5
38,1,0,18,65000,50,52,0,0,3,1,1,14,25
40,0,0,18,30000,50,52,0,0,3,1,1,16,11.5384615384615
39,0,0,13,50000,40,52,0,0,3,1,1,20,24.0384615384615
34,1,0,13,41000,40,52,0,0,3,1,1,15,19.7115384615385
65,0,0,8,24440,61,52,0,0,3,3,4,51,7.70491803278689
41,1,0,12,23000,40,52,0,0,3,1,6,23,11.0576923076923
26,0,0,14,30000,40,52,0,0,3,1,1,6,14.4230769230769
51,0,0,12,30000,40,52,0,0,3,1,1,33,14.4230769230769
